title,snippet,label
307. Britain ‘absent from world stage’ by failing to condemn abuses by Trump and China,"Britain is “absenting itself from the world stage” by refusing to show leadership over Hong Kong residents, confront China or condemn President Trump …",Politics
310. Days of the Bagnold Summer review – bittersweet tale of family strife,Lockdown has done strange things to families. Some have been stretched to breaking point by lengthy periods of communal incarceration; others have bee …,Film
311. Covid-19 in the Commons: ‘How can you plot and keep two metres apart?',Tuesday I get in to parliament early for a remote TV interview with Sky TV’s Kay Burley. She cuts me off saying “Chris Bryant loves to have the last w …,Politics
315. After Covid we're going to need a serious urban regeneration plan,"Even before the arrival of Covid-19, the future for Britain’s high streets looked bleak. For at least two decades there has been talk of how town cent …",Business
319. Dating Amber review – witty Irish coming-of-age yarn,The appearance of an enjoyably naff sex education video delivered by a nun suggests early on that this coming-of-age film set in rural Kildare in 1995 …,Film
323. Christopher Brocklebank-Fowler obituary,"The former MP Christopher Brocklebank-Fowler, who has died aged 86, made a singular mark in British political history as the only Conservative MP to c …",Politics
328. UK death toll rises by 77 but no new deaths in Scotland or Northern Ireland – as it happened,Here’s a roundup of today’s key UK coronavirus updates. The UK’s coronavirus death toll has risen by 77 – the lowest daily figure since the lockdown b …,Politics
331. UK airlines launch legal battle over Covid-19 quarantine ruling,Britain’s three biggest airlines have started legal proceedings against the government in a bid to overturn quarantine rules due to take effect in the …,Business
"332. £36bn of government-backed loans will be toxic, taskforce warns","Summary: A City taskforce is warning that up to £36bn worth of government-backed business loans could turn toxic by next year, as companies struggle to repay g …",Business
339. UK diplomats fear end of special relationship if Trump re-elected,"The UK’s special relationship with the US may end if Donald Trump wins a second term, some of the UK’s most senior retired diplomats and Conservative …",Politics
347. The naked truth about Showgirls: the 90s flop is a misunderstood gem,Summary: Showgirls is one of those movies that doesn’t so much divide opinion as defy it. Critical vocabulary breaks down in the face of its transcendent vulga …,Film
348. Ryanair boss: Britons know quarantine rules are rubbish,"Summary: The Ryanair boss Michael O’Leary has said he will not cancel flights despite the government’s new quarantine rules for travellers arriving in the UK, …",Business
349. Keir Starmer: pulling down Edward Colston statue was wrong,Summary: Keir Starmer said it was “completely wrong” for Black Lives Matter protesters in Bristol to pull down a statue of a slave trader and dump it in the ha …,Politics
351. Lookers auditor resigns as car dealership delays results again,"The car dealership Lookers will be parting company with its auditor Deloitte after the publication of the chain’s full-year results, which have been f …",Business
352. How would a five-year-old change James Bond's life?,Daniel Craig has taken us to some brave new places during his time as James Bond. We’ve seen him destroy his ancestral home. We’ve watched the death o …,Film
354. Could Secret Wars be Marvel's next climactic superhero smackdown?,Marvel Studios has a long history of taking its most iconic comic book runs and adapting them into something new for the big screen. It’s like a cover …,Film
355. John Boyega expresses thanks for Black Lives Matter support,Star Wars actor John Boyega has expressed his thanks for the “love and support” he received after his high-profile intervention in the Black Lives Mat …,Film
356. Plus500 slips 8% as betters win on Covid-19 market volatility,Punters betting on volatile financial markets during the Covid-19 crisis have won more than half of the revenues earned by the online trading platform …,Business
357. Coalition to extend small business tax incentive for six months,A tax incentive for small businesses will be extended for six months as the Morrison government pledges $300m towards encouraging firms to invest. Wit …,Business
361. My streaming gem: why you should watch Creep,"Is there anything creepier than someone who’s just a little too friendly? Think about the stranger who tries to chit-chat on the Tube, the colleague w …",Film
362. Green party joint leaders to stand again for their roles,"The two joint leaders of the Green party, Siân Berry and Jonathan Bartley, are to stand for their job-shared role again, declaring the time is right t …",Politics
365. The King of Staten Island review – Pete Davidson winning in freewheeling comedy,"It is not strictly relevant, but this film briefly breaks the unwritten movie rule that cocaine is the drug for bad people. Heroin can be for tragic j …",Film
